Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
65271,2/12/2019,Shopping SP Market,Casaco Liso,2,255,510
65271,2/12/2019,Shopping SP Market,Relógio Linho,1,240,240
65272,2/12/2019,Shopping Eldorado,Short Linho,2,133,266
65273,2/12/2019,Shopping Recife,Gorro Xadrez,3,85,255
65273,2/12/2019,Shopping Recife,Bermuda Linho,2,195,390
65273,2/12/2019,Shopping Recife,Chinelo,3,60,180
65274,2/12/2019,Shopping Center Interlagos,Sunga,1,100,100
65275,2/12/2019,Passei das Águas Shopping,Pulseira,2,70,140
65276,2/12/2019,Rio Mar Recife,Tênis Linho,3,294,882
65276,2/12/2019,Rio Mar Recife,Cueca Listrado,3,67,201
65276,2/12/2019,Rio Mar Recife,Sapato Listrado,1,363,363
65276,2/12/2019,Rio Mar Recife,Camisa Gola V Estampa,2,118,236
65277,2/12/2019,Iguatemi Esplanada,Chinelo Estampa,5,74,370
65278,2/12/2019,Shopping Ibirapuera,Polo Liso,1,137,137
65279,2/12/2019,Palladium Shopping Curitiba,Mochila Linho,4,311,1244
65279,2/12/2019,Palladium Shopping Curitiba,Calça,1,170,170
65279,2/12/2019,Palladium Shopping Curitiba,Polo Linho,1,176,176
65280,2/12/2019,Shopping Vila Velha,Mochila Xadrez,1,283,283
65280,2/12/2019,Shopping Vila Velha,Cinto Liso,2,209,418
65282,2/12/2019,Shopping SP Market,Camiseta,1,180,180
65283,2/12/2019,Rio Mar Recife,Terno Linho,3,750,2250
65284,2/12/2019,Norte Shopping,Mochila Xadrez,2,283,566
65284,2/12/2019,Norte Shopping,Gorro Linho,2,124,248
65286,2/12/2019,Bourbon Shopping SP,Terno Xadrez,5,709,3545
65287,2/12/2019,Shopping Eldorado,Chinelo Linho,2,105,210
65287,2/12/2019,Shopping Eldorado,Mochila Xadrez,1,283,283
65288,2/12/2019,Shopping SP Market,Calça Listrado,3,181,543
65288,2/12/2019,Shopping SP Market,Chinelo Linho,1,105,105
65289,2/12/2019,Shopping Center Leste Aricanduva,Relógio Linho,2,240,480
65292,2/12/2019,Palladium Shopping Curitiba,Sunga Estampa,1,120,120
65292,2/12/2019,Palladium Shopping Curitiba,Short Xadrez,1,100,100
65293,2/12/2019,Shopping SP Market,Bermuda Listrado,2,163,326
65294,2/12/2019,Rio Mar Shopping Fortaleza,Sunga Linho,1,149,149
65294,2/12/2019,Rio Mar Shopping Fortaleza,Sunga Liso,5,114,570
65294,2/12/2019,Rio Mar Shopping Fortaleza,Relógio Listrado,1,218,218
65295,2/12/2019,Palladium Shopping Curitiba,Sapato Listrado,4,363,1452
65297,2/12/2019,Shopping Ibirapuera,Terno Listrado,3,709,2127
65299,2/12/2019,Shopping União de Osasco,Calça Liso,1,190,190
65299,2/12/2019,Shopping União de Osasco,Cinto Linho,1,248,248
65301,2/12/2019,Salvador Shopping,Bermuda Linho,2,195,390
65304,2/12/2019,Iguatemi Esplanada,Cueca Xadrez,1,60,60
65304,2/12/2019,Iguatemi Esplanada,Polo Linho,2,176,352
65308,2/12/2019,Shopping União de Osasco,Polo Estampa,1,138,138
65308,2/12/2019,Shopping União de Osasco,Relógio,1,200,200
65308,2/12/2019,Shopping União de Osasco,Chinelo Xadrez,1,66,66
65308,2/12/2019,Shopping União de Osasco,Bermuda Linho,1,195,195
65308,2/12/2019,Shopping União de Osasco,Camiseta Linho,1,223,223
65308,2/12/2019,Shopping União de Osasco,Polo Estampa,2,138,276
65310,2/12/2019,Shopping Recife,Bermuda Listrado,2,163,326
65311,2/12/2019,Shopping Center Leste Aricanduva,Short Listrado,2,102,204
65312,2/12/2019,Shopping Morumbi,Pulseira Listrado,1,79,79
65312,2/12/2019,Shopping Morumbi,Sunga Linho,1,149,149
65313,2/12/2019,Shopping Morumbi,Sapato Linho,3,391,1173
65313,2/12/2019,Shopping Morumbi,Chinelo Linho,1,105,105
65314,2/12/2019,Norte Shopping,Casaco Linho,1,299,299
65314,2/12/2019,Norte Shopping,Camiseta Liso,1,187,187
65315,2/12/2019,Palladium Shopping Curitiba,Calça Xadrez,2,185,370
65315,2/12/2019,Palladium Shopping Curitiba,Mochila,4,270,1080
65316,2/12/2019,Salvador Shopping,Relógio Estampa,2,219,438
65316,2/12/2019,Salvador Shopping,Casaco Listrado,1,269,269
65316,2/12/2019,Salvador Shopping,Meia,1,30,30
65318,2/12/2019,Passei das Águas Shopping,Terno Liso,1,720,720
65318,2/12/2019,Passei das Águas Shopping,Gorro Estampa,3,93,279
65321,2/12/2019,Ribeirão Shopping,Gorro Linho,2,124,248
65322,2/12/2019,Shopping Barra,Gorro,1,80,80
65324,2/12/2019,Parque Dom Pedro Shopping,Camiseta Estampa,1,196,196
65325,2/12/2019,Shopping Iguatemi Fortaleza,Camiseta Xadrez,1,200,200
65326,2/12/2019,Center Shopping Uberlândia,Casaco Xadrez,3,259,777
65326,2/12/2019,Center Shopping Uberlândia,Terno Liso,3,720,2160
65326,2/12/2019,Center Shopping Uberlândia,Pulseira Estampa,1,87,87
65327,2/12/2019,Norte Shopping,Tênis Listrado,2,262,524
65327,2/12/2019,Norte Shopping,Casaco Listrado,5,269,1345
65327,2/12/2019,Norte Shopping,Sunga,4,100,400
65328,2/12/2019,Rio Mar Recife,Relógio Estampa,5,219,1095
65328,2/12/2019,Rio Mar Recife,Mochila Linho,4,311,1244
65328,2/12/2019,Rio Mar Recife,Camiseta Estampa,1,196,196
65330,2/12/2019,Passei das Águas Shopping,Chinelo,1,60,60
65331,2/12/2019,Shopping Iguatemi Fortaleza,Terno Liso,3,720,2160
65332,2/12/2019,Palladium Shopping Curitiba,Pulseira Listrado,5,79,395
65332,2/12/2019,Palladium Shopping Curitiba,Mochila Estampa,2,277,554
65332,2/12/2019,Palladium Shopping Curitiba,Mochila Linho,2,311,622
65333,2/12/2019,Passei das Águas Shopping,Bermuda Linho,1,195,195
65333,2/12/2019,Passei das Águas Shopping,Tênis Linho,1,294,294
65334,2/12/2019,Rio Mar Shopping Fortaleza,Cueca,1,50,50
65335,2/12/2019,Iguatemi Campinas,Casaco Liso,2,255,510
65336,2/12/2019,Ribeirão Shopping,Casaco Estampa,5,256,1280
65336,2/12/2019,Ribeirão Shopping,Pulseira Linho,5,114,570
65337,2/12/2019,Ribeirão Shopping,Bermuda Listrado,2,163,326
65337,2/12/2019,Ribeirão Shopping,Sapato Estampa,2,358,716
65337,2/12/2019,Ribeirão Shopping,Polo Estampa,2,138,276
65340,2/12/2019,Parque Dom Pedro Shopping,Calça Linho,1,211,211
65340,2/12/2019,Parque Dom Pedro Shopping,Gorro Listrado,2,97,194
65340,2/12/2019,Parque Dom Pedro Shopping,Calça Liso,2,190,380
65341,2/12/2019,Shopping Morumbi,Cueca Liso,1,69,69
65342,2/12/2019,Shopping Iguatemi Fortaleza,Cueca Xadrez,2,60,120
65343,2/12/2019,Shopping Midway Mall,Cueca Estampa,1,66,66
65343,2/12/2019,Shopping Midway Mall,Tênis Liso,5,266,1330
65344,2/12/2019,Shopping Barra,Camiseta Xadrez,2,200,400
65346,2/12/2019,Shopping Vila Velha,Casaco Estampa,3,256,768
65346,2/12/2019,Shopping Vila Velha,Camisa Gola V Listrado,1,116,116
65346,2/12/2019,Shopping Vila Velha,Tênis Liso,1,266,266
65346,2/12/2019,Shopping Vila Velha,Sapato,2,350,700
65348,2/12/2019,Shopping Recife,Relógio Listrado,1,218,218
65348,2/12/2019,Shopping Recife,Cueca Estampa,1,66,66
65350,2/12/2019,Passei das Águas Shopping,Calça Linho,3,211,633
65351,2/12/2019,Shopping Iguatemi Fortaleza,Bermuda,2,150,300
65351,2/12/2019,Shopping Iguatemi Fortaleza,Camisa,1,100,100
65353,2/12/2019,Shopping Center Leste Aricanduva,Gorro Liso,3,92,276
65353,2/12/2019,Shopping Center Leste Aricanduva,Cueca Liso,3,69,207
65354,2/12/2019,Center Shopping Uberlândia,Calça Liso,1,190,190
65354,2/12/2019,Center Shopping Uberlândia,Short Linho,4,133,532
65355,2/12/2019,Shopping Recife,Meia Linho,1,78,78
65357,2/12/2019,Shopping Ibirapuera,Camiseta,2,180,360
65358,2/12/2019,Rio Mar Recife,Cinto Linho,2,248,496
65358,2/12/2019,Rio Mar Recife,Calça Listrado,3,181,543
65362,2/12/2019,Shopping Midway Mall,Pulseira Liso,2,87,174
65363,2/12/2019,Shopping Center Leste Aricanduva,Meia Linho,1,78,78
65364,2/12/2019,Shopping Midway Mall,Polo,5,130,650
65364,2/12/2019,Shopping Midway Mall,Short Liso,1,108,108
65364,2/12/2019,Shopping Midway Mall,Short Xadrez,3,100,300
65365,2/12/2019,Rio Mar Shopping Fortaleza,Short Linho,4,133,532
65366,2/12/2019,Parque Dom Pedro Shopping,Mochila Liso,3,276,828
65366,2/12/2019,Parque Dom Pedro Shopping,Tênis Liso,1,266,266
65366,2/12/2019,Parque Dom Pedro Shopping,Bermuda,2,150,300
65366,2/12/2019,Parque Dom Pedro Shopping,Tênis Linho,4,294,1176
65367,2/12/2019,Rio Mar Recife,Polo Linho,1,176,176
65367,2/12/2019,Rio Mar Recife,Terno Xadrez,3,709,2127
65370,2/12/2019,Shopping Recife,Terno Xadrez,2,709,1418
65370,2/12/2019,Shopping Recife,Tênis Liso,5,266,1330
65371,2/12/2019,Shopping Barra,Casaco,2,250,500
65371,2/12/2019,Shopping Barra,Casaco Liso,1,255,255
65371,2/12/2019,Shopping Barra,Camisa Xadrez,2,105,210
65372,2/12/2019,Shopping Barra,Relógio Listrado,3,218,654
65372,2/12/2019,Shopping Barra,Polo Liso,3,137,411
65372,2/12/2019,Shopping Barra,Casaco,2,250,500
65372,2/12/2019,Shopping Barra,Short Xadrez,1,100,100
65373,2/12/2019,Bourbon Shopping SP,Sapato Estampa,3,358,1074
65374,2/12/2019,Norte Shopping,Casaco Xadrez,1,259,259
65374,2/12/2019,Norte Shopping,Sapato Estampa,1,358,358
65374,2/12/2019,Norte Shopping,Mochila Listrado,4,275,1100
65376,2/12/2019,Shopping Eldorado,Camiseta Xadrez,5,200,1000
65378,2/12/2019,Shopping Barra,Chinelo Listrado,1,73,73
65378,2/12/2019,Shopping Barra,Camisa Liso,3,105,315
65382,2/12/2019,Iguatemi Esplanada,Chinelo Xadrez,1,66,66
65382,2/12/2019,Iguatemi Esplanada,Polo Linho,1,176,176
65384,2/12/2019,Iguatemi Esplanada,Chinelo Linho,3,105,315
65384,2/12/2019,Iguatemi Esplanada,Tênis Liso,3,266,798
65385,2/12/2019,Parque Dom Pedro Shopping,Pulseira Listrado,1,79,79
65385,2/12/2019,Parque Dom Pedro Shopping,Meia Xadrez,3,41,123
65385,2/12/2019,Parque Dom Pedro Shopping,Cinto Linho,2,248,496
65386,2/12/2019,Shopping Vila Velha,Sapato,1,350,350
65387,2/12/2019,Shopping Center Interlagos,Camisa Liso,1,105,105
65388,2/12/2019,Shopping Iguatemi Fortaleza,Calça Estampa,1,177,177
65388,2/12/2019,Shopping Iguatemi Fortaleza,Casaco Listrado,1,269,269
65389,2/12/2019,Shopping Eldorado,Casaco Linho,1,299,299
65390,2/12/2019,Norte Shopping,Mochila Liso,1,276,276
65390,2/12/2019,Norte Shopping,Camisa Linho,2,141,282
65392,2/12/2019,Shopping Midway Mall,Sunga Linho,2,149,298
65393,2/12/2019,Shopping SP Market,Mochila Xadrez,3,283,849
65393,2/12/2019,Shopping SP Market,Tênis Xadrez,1,259,259
65394,2/12/2019,Shopping SP Market,Chinelo Linho,1,105,105
65394,2/12/2019,Shopping SP Market,Calça Linho,2,211,422
65396,2/12/2019,Rio Mar Recife,Mochila,3,270,810
65397,2/12/2019,Rio Mar Shopping Fortaleza,Meia Xadrez,2,41,82
65397,2/12/2019,Rio Mar Shopping Fortaleza,Cinto,2,200,400
65397,2/12/2019,Rio Mar Shopping Fortaleza,Camisa Gola V,3,100,300
65398,2/12/2019,Parque Dom Pedro Shopping,Cinto Listrado,2,214,428
65398,2/12/2019,Parque Dom Pedro Shopping,Sunga Listrado,4,114,456
65400,2/12/2019,Shopping Recife,Polo Xadrez,3,142,426
65402,2/12/2019,Shopping Barra,Cueca Listrado,1,67,67
65402,2/12/2019,Shopping Barra,Casaco Liso,5,255,1275
65402,2/12/2019,Shopping Barra,Sunga Estampa,3,120,360
65405,2/12/2019,Bourbon Shopping SP,Mochila Estampa,1,277,277
65405,2/12/2019,Bourbon Shopping SP,Gorro Liso,2,92,184
65406,2/12/2019,Shopping União de Osasco,Mochila,2,270,540
65407,2/12/2019,Shopping Morumbi,Sunga Xadrez,1,116,116
65407,2/12/2019,Shopping Morumbi,Polo Estampa,4,138,552
65407,2/12/2019,Shopping Morumbi,Camisa Gola V Linho,5,145,725
65409,2/12/2019,Shopping Recife,Meia Xadrez,2,41,82
65409,2/12/2019,Shopping Recife,Gorro,3,80,240
65410,2/12/2019,Shopping Recife,Tênis Linho,1,294,294
65411,3/12/2019,Shopping Iguatemi Fortaleza,Calça Linho,3,211,633
65412,3/12/2019,Ribeirão Shopping,Relógio Liso,3,216,648
65413,3/12/2019,Rio Mar Recife,Tênis Xadrez,3,259,777
65414,3/12/2019,Ribeirão Shopping,Camiseta Liso,2,187,374
65415,3/12/2019,Passei das Águas Shopping,Casaco,2,250,500
65416,3/12/2019,Shopping Center Leste Aricanduva,Camisa Gola V,4,100,400
65417,3/12/2019,Parque Dom Pedro Shopping,Camisa,2,100,200
65417,3/12/2019,Parque Dom Pedro Shopping,Mochila Xadrez,3,283,849
65418,3/12/2019,Shopping Iguatemi Fortaleza,Calça Estampa,1,177,177
65418,3/12/2019,Shopping Iguatemi Fortaleza,Polo Linho,2,176,352
65419,3/12/2019,Shopping Center Interlagos,Camisa Estampa,4,113,452
65421,3/12/2019,Novo Shopping Ribeirão Preto,Gorro Linho,1,124,124
65421,3/12/2019,Novo Shopping Ribeirão Preto,Relógio Estampa,1,219,219
65422,3/12/2019,Ribeirão Shopping,Cinto Xadrez,3,215,645
65422,3/12/2019,Ribeirão Shopping,Sunga Estampa,5,120,600
65423,3/12/2019,Center Shopping Uberlândia,Camisa Gola V Liso,1,118,118
65424,3/12/2019,Passei das Águas Shopping,Polo,2,130,260
65424,3/12/2019,Passei das Águas Shopping,Sunga Estampa,2,120,240
65424,3/12/2019,Passei das Águas Shopping,Cinto,1,200,200
65424,3/12/2019,Passei das Águas Shopping,Meia,1,30,30
65425,3/12/2019,Shopping Morumbi,Cueca Xadrez,2,60,120
65425,3/12/2019,Shopping Morumbi,Sunga Estampa,1,120,120
65425,3/12/2019,Shopping Morumbi,Cueca Liso,2,69,138
65426,3/12/2019,Passei das Águas Shopping,Sunga Estampa,5,120,600
65427,3/12/2019,Salvador Shopping,Camisa Xadrez,1,105,105
65427,3/12/2019,Salvador Shopping,Cinto,1,200,200
65428,3/12/2019,Parque Dom Pedro Shopping,Terno,1,700,700
65428,3/12/2019,Parque Dom Pedro Shopping,Sapato,1,350,350
65428,3/12/2019,Parque Dom Pedro Shopping,Short Linho,1,133,133
65430,3/12/2019,Shopping Barra,Camisa Estampa,2,113,226
65430,3/12/2019,Shopping Barra,Short,5,90,450
65431,3/12/2019,Shopping SP Market,Mochila Linho,1,311,311
65431,3/12/2019,Shopping SP Market,Camisa,1,100,100
65431,3/12/2019,Shopping SP Market,Cinto Liso,1,209,209
65432,3/12/2019,Shopping Ibirapuera,Tênis Liso,1,266,266
65433,3/12/2019,Norte Shopping,Short Estampa,1,96,96
65433,3/12/2019,Norte Shopping,Terno Listrado,2,709,1418
65436,3/12/2019,Norte Shopping,Camiseta Liso,5,187,935
65436,3/12/2019,Norte Shopping,Relógio Xadrez,3,214,642
65436,3/12/2019,Norte Shopping,Mochila Liso,2,276,552
65436,3/12/2019,Norte Shopping,Meia Xadrez,2,41,82
65437,3/12/2019,Shopping SP Market,Tênis,1,250,250
65437,3/12/2019,Shopping SP Market,Terno Estampa,1,706,706
65438,3/12/2019,Shopping Iguatemi Fortaleza,Short Listrado,1,102,102
65440,3/12/2019,Novo Shopping Ribeirão Preto,Tênis Liso,1,266,266
65441,3/12/2019,Passei das Águas Shopping,Tênis Estampa,5,256,1280
65441,3/12/2019,Passei das Águas Shopping,Polo Linho,1,176,176
65442,3/12/2019,Shopping Eldorado,Mochila,1,270,270
65443,3/12/2019,Shopping Center Leste Aricanduva,Tênis,3,250,750
65445,3/12/2019,Bourbon Shopping SP,Terno Xadrez,3,709,2127
65446,3/12/2019,Shopping Recife,Mochila Xadrez,1,283,283
65446,3/12/2019,Shopping Recife,Terno Liso,2,720,1440
65447,3/12/2019,Shopping Iguatemi Fortaleza,Camisa Linho,1,141,141
65447,3/12/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Liso,1,118,118
65447,3/12/2019,Shopping Iguatemi Fortaleza,Sapato Liso,2,368,736
65448,3/12/2019,Novo Shopping Ribeirão Preto,Cinto Listrado,2,214,428
65449,3/12/2019,Shopping Recife,Gorro Xadrez,3,85,255
65451,3/12/2019,Parque Dom Pedro Shopping,Meia Estampa,1,50,50
65451,3/12/2019,Parque Dom Pedro Shopping,Calça,1,170,170
65452,3/12/2019,Novo Shopping Ribeirão Preto,Cueca Listrado,5,67,335
65452,3/12/2019,Novo Shopping Ribeirão Preto,Meia Liso,2,38,76
65453,3/12/2019,Shopping Morumbi,Relógio Liso,5,216,1080
65454,3/12/2019,Palladium Shopping Curitiba,Tênis Estampa,2,256,512
65455,3/12/2019,Shopping SP Market,Bermuda Linho,3,195,585
65456,3/12/2019,Novo Shopping Ribeirão Preto,Camisa Linho,2,141,282
65456,3/12/2019,Novo Shopping Ribeirão Preto,Terno Linho,2,750,1500
65457,3/12/2019,Novo Shopping Ribeirão Preto,Cinto,1,200,200
65457,3/12/2019,Novo Shopping Ribeirão Preto,Camiseta Linho,3,223,669
65457,3/12/2019,Novo Shopping Ribeirão Preto,Casaco Linho,2,299,598
65457,3/12/2019,Novo Shopping Ribeirão Preto,Camisa Gola V Listrado,4,116,464
65458,3/12/2019,Salvador Shopping,Gorro Estampa,1,93,93
65458,3/12/2019,Salvador Shopping,Meia Liso,3,38,114
65459,3/12/2019,Shopping Center Interlagos,Pulseira Estampa,2,87,174
65459,3/12/2019,Shopping Center Interlagos,Mochila Liso,2,276,552
65460,3/12/2019,Salvador Shopping,Gorro Xadrez,2,85,170
65461,3/12/2019,Shopping Morumbi,Bermuda Estampa,1,169,169
65462,3/12/2019,Palladium Shopping Curitiba,Mochila Linho,1,311,311
65463,3/12/2019,Shopping Ibirapuera,Terno Liso,2,720,1440
65463,3/12/2019,Shopping Ibirapuera,Bermuda Liso,2,157,314
65463,3/12/2019,Shopping Ibirapuera,Meia Liso,2,38,76
65464,3/12/2019,Shopping Morumbi,Short Liso,1,108,108
65465,3/12/2019,Shopping Vila Velha,Calça Liso,2,190,380
65467,3/12/2019,Shopping Recife,Relógio Estampa,3,219,657
65467,3/12/2019,Shopping Recife,Mochila Listrado,1,275,275
65468,3/12/2019,Parque Dom Pedro Shopping,Bermuda Xadrez,2,155,310
65469,3/12/2019,Passei das Águas Shopping,Short Xadrez,3,100,300
65469,3/12/2019,Passei das Águas Shopping,Gorro Xadrez,1,85,85
65470,3/12/2019,Shopping SP Market,Tênis Liso,2,266,532
65471,3/12/2019,Rio Mar Recife,Chinelo Liso,4,71,284
65471,3/12/2019,Rio Mar Recife,Relógio Estampa,1,219,219
65472,3/12/2019,Rio Mar Recife,Tênis Liso,4,266,1064
65472,3/12/2019,Rio Mar Recife,Camisa Gola V Xadrez,2,107,214
65473,3/12/2019,Shopping Morumbi,Tênis,5,250,1250
65473,3/12/2019,Shopping Morumbi,Mochila Liso,2,276,552
65475,3/12/2019,Passei das Águas Shopping,Tênis,3,250,750
65475,3/12/2019,Passei das Águas Shopping,Sunga Liso,1,114,114
65475,3/12/2019,Passei das Águas Shopping,Bermuda Xadrez,1,155,155
65476,3/12/2019,Shopping Morumbi,Camisa Gola V Estampa,5,118,590
65476,3/12/2019,Shopping Morumbi,Cueca,1,50,50
65477,3/12/2019,Passei das Águas Shopping,Relógio Xadrez,1,214,214
65477,3/12/2019,Passei das Águas Shopping,Tênis Listrado,3,262,786
65477,3/12/2019,Passei das Águas Shopping,Bermuda,1,150,150
65477,3/12/2019,Passei das Águas Shopping,Relógio Estampa,3,219,657
65477,3/12/2019,Passei das Águas Shopping,Meia Liso,3,38,114
65478,3/12/2019,Ribeirão Shopping,Cueca Listrado,2,67,134
65478,3/12/2019,Ribeirão Shopping,Camiseta Xadrez,2,200,400
65478,3/12/2019,Ribeirão Shopping,Calça Xadrez,1,185,185
65479,3/12/2019,Iguatemi Campinas,Bermuda Xadrez,1,155,155
65480,3/12/2019,Novo Shopping Ribeirão Preto,Camisa Estampa,3,113,339
65480,3/12/2019,Novo Shopping Ribeirão Preto,Sapato Linho,2,391,782
65481,3/12/2019,Shopping Iguatemi Fortaleza,Camiseta Xadrez,2,200,400
65482,3/12/2019,Shopping Morumbi,Camisa Xadrez,1,105,105
65483,3/12/2019,Shopping Morumbi,Casaco Listrado,1,269,269
65483,3/12/2019,Shopping Morumbi,Camisa Xadrez,1,105,105
65484,3/12/2019,Rio Mar Shopping Fortaleza,Terno Listrado,1,709,709
65485,3/12/2019,Rio Mar Shopping Fortaleza,Relógio Xadrez,3,214,642
65485,3/12/2019,Rio Mar Shopping Fortaleza,Tênis Xadrez,1,259,259
65487,3/12/2019,Iguatemi Campinas,Pulseira,2,70,140
65487,3/12/2019,Iguatemi Campinas,Mochila Linho,1,311,311
65487,3/12/2019,Iguatemi Campinas,Chinelo Liso,4,71,284
65488,3/12/2019,Shopping Midway Mall,Meia Liso,2,38,76
65490,3/12/2019,Shopping SP Market,Terno Linho,3,750,2250
65490,3/12/2019,Shopping SP Market,Camisa Gola V Estampa,1,118,118
65491,3/12/2019,Norte Shopping,Short Linho,1,133,133
65493,3/12/2019,Iguatemi Esplanada,Mochila,1,270,270
65494,3/12/2019,Iguatemi Esplanada,Calça Estampa,1,177,177
65495,3/12/2019,Rio Mar Recife,Meia Xadrez,1,41,41
65495,3/12/2019,Rio Mar Recife,Meia Estampa,3,50,150
65496,3/12/2019,Iguatemi Esplanada,Pulseira Xadrez,2,87,174
65497,3/12/2019,Iguatemi Esplanada,Pulseira Xadrez,4,87,348
65500,3/12/2019,Shopping Iguatemi Fortaleza,Casaco Liso,1,255,255
65500,3/12/2019,Shopping Iguatemi Fortaleza,Gorro Listrado,3,97,291
65501,3/12/2019,Iguatemi Campinas,Camisa,3,100,300
65502,3/12/2019,Shopping União de Osasco,Sapato Estampa,1,358,358
65502,3/12/2019,Shopping União de Osasco,Camisa Linho,4,141,564
65503,3/12/2019,Rio Mar Recife,Chinelo,1,60,60
65503,3/12/2019,Rio Mar Recife,Polo Liso,1,137,137
65504,3/12/2019,Shopping Eldorado,Camiseta Listrado,4,197,788
65504,3/12/2019,Shopping Eldorado,Calça Estampa,3,177,531
65507,3/12/2019,Passei das Águas Shopping,Bermuda,1,150,150
65508,3/12/2019,Shopping Eldorado,Pulseira Listrado,1,79,79
65510,3/12/2019,Ribeirão Shopping,Relógio Xadrez,5,214,1070
65510,3/12/2019,Ribeirão Shopping,Bermuda,2,150,300
65510,3/12/2019,Ribeirão Shopping,Cinto Xadrez,3,215,645
65511,3/12/2019,Shopping Recife,Camiseta Linho,4,223,892
65511,3/12/2019,Shopping Recife,Bermuda,2,150,300
65512,3/12/2019,Shopping Center Interlagos,Camiseta Linho,4,223,892
65513,3/12/2019,Shopping Barra,Bermuda,5,150,750
65513,3/12/2019,Shopping Barra,Bermuda Xadrez,3,155,465
65514,3/12/2019,Norte Shopping,Gorro Listrado,2,97,194
65514,3/12/2019,Norte Shopping,Camisa Linho,3,141,423
65514,3/12/2019,Norte Shopping,Chinelo Listrado,2,73,146
65516,3/12/2019,Shopping Center Interlagos,Gorro Liso,2,92,184
65516,3/12/2019,Shopping Center Interlagos,Polo Estampa,3,138,414
65518,3/12/2019,Novo Shopping Ribeirão Preto,Polo Listrado,1,149,149
65518,3/12/2019,Novo Shopping Ribeirão Preto,Bermuda Liso,3,157,471
65519,3/12/2019,Shopping SP Market,Casaco Liso,1,255,255
65521,3/12/2019,Rio Mar Shopping Fortaleza,Camisa Estampa,3,113,339
65523,3/12/2019,Shopping Barra,Cinto Xadrez,5,215,1075
65525,3/12/2019,Rio Mar Shopping Fortaleza,Calça Estampa,2,177,354
65525,3/12/2019,Rio Mar Shopping Fortaleza,Calça Linho,3,211,633
65526,3/12/2019,Shopping SP Market,Cinto Liso,2,209,418
65532,3/12/2019,Shopping Midway Mall,Short Liso,3,108,324
65533,3/12/2019,Passei das Águas Shopping,Polo Liso,1,137,137
65534,3/12/2019,Palladium Shopping Curitiba,Cueca Liso,1,69,69
65535,3/12/2019,Shopping Eldorado,Camiseta Liso,4,187,748
65536,3/12/2019,Novo Shopping Ribeirão Preto,Chinelo Xadrez,1,66,66
65538,3/12/2019,Ribeirão Shopping,Camisa Estampa,1,113,113
65538,3/12/2019,Ribeirão Shopping,Cinto Estampa,3,209,627
65538,3/12/2019,Ribeirão Shopping,Polo Xadrez,3,142,426
65539,3/12/2019,Shopping Ibirapuera,Camisa Gola V Xadrez,1,107,107
65540,3/12/2019,Bourbon Shopping SP,Cinto Listrado,3,214,642
65540,3/12/2019,Bourbon Shopping SP,Bermuda Listrado,1,163,163
65541,3/12/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Liso,2,118,236
65541,3/12/2019,Shopping Iguatemi Fortaleza,Calça Linho,1,211,211
65541,3/12/2019,Shopping Iguatemi Fortaleza,Mochila Listrado,2,275,550
65542,3/12/2019,Shopping União de Osasco,Pulseira Estampa,3,87,261
